;mean;min;max;diag
3860;102.36746666666667;0;213;Lung_Opacity
3861;121.5728;0;206;Lung_Opacity
3862;171.90613333333334;2;239;Lung_Opacity
3863;117.61226666666667;4;222;Lung_Opacity
3864;132.03377777777777;0;228;Lung_Opacity
3865;116.27413333333334;0;202;Lung_Opacity
3866;107.77884444444445;0;215;Lung_Opacity
3867;108.03626666666666;0;209;Lung_Opacity
3868;98.7552;0;195;Lung_Opacity
3869;122.23271111111112;1;221;Lung_Opacity
3870;114.62168888888888;0;212;Lung_Opacity
3871;124.98346666666667;0;227;Lung_Opacity
3872;151.26862222222223;1;249;Lung_Opacity
3873;117.34453333333333;0;210;Lung_Opacity
3874;104.56764444444444;0;247;Lung_Opacity
3875;118.32728888888889;0;225;Lung_Opacity
3876;115.63804444444445;0;213;Lung_Opacity
3877;115.40088888888889;0;203;Lung_Opacity
3878;158.54115555555555;2;242;Lung_Opacity
3879;107.19004444444444;0;234;Lung_Opacity
3880;126.80924444444445;0;221;Lung_Opacity
3881;108.06826666666667;1;205;Lung_Opacity
3882;88.29048888888889;0;243;Lung_Opacity
3883;131.20764444444444;0;234;Lung_Opacity
3884;149.30204444444445;2;242;Lung_Opacity
3885;121.2368;0;225;Lung_Opacity
3886;114.96444444444444;1;220;Lung_Opacity
3887;100.99128888888889;0;215;Lung_Opacity
3888;141.8032;0;253;Lung_Opacity
3889;129.09333333333333;7;243;Lung_Opacity
3890;108.69937777777778;0;239;Lung_Opacity
3891;103.56497777777778;0;251;Lung_Opacity
3892;113.8471111111111;0;219;Lung_Opacity
3893;101.112;0;155;Lung_Opacity
3894;108.45297777777778;0;212;Lung_Opacity
3895;90.96071111111111;0;216;Lung_Opacity
3896;107.31288888888889;0;229;Lung_Opacity
3897;140.44462222222222;1;243;Lung_Opacity
3898;84.60711111111111;0;231;Lung_Opacity
3899;115.87431111111111;0;206;Lung_Opacity
3900;104.77848888888889;2;196;Lung_Opacity
3901;110.17262222222222;1;205;Lung_Opacity
3902;103.71004444444445;2;216;Lung_Opacity
3903;111.88373333333334;0;231;Lung_Opacity
3904;97.74133333333333;0;225;Lung_Opacity
3905;91.54897777777778;0;225;Lung_Opacity
3906;145.51502222222223;0;241;Lung_Opacity
3907;117.7936;0;205;Lung_Opacity
3908;109.8832;0;250;Lung_Opacity
3909;89.26524444444445;0;218;Lung_Opacity
3910;166.19946666666667;6;242;Lung_Opacity
3911;80.00213333333333;0;147;Lung_Opacity
3912;105.20871111111111;0;211;Lung_Opacity
3913;147.1969777777778;0;251;Lung_Opacity
3914;166.5712;0;247;Lung_Opacity
3915;125.19377777777778;2;241;Lung_Opacity
3916;149.7000888888889;0;245;Lung_Opacity
3917;122.62826666666666;0;241;Lung_Opacity
3918;139.4048;0;234;Lung_Opacity
3919;90.08408888888889;0;214;Lung_Opacity
3920;98.27893333333333;0;180;Lung_Opacity
3921;116.52551111111111;0;200;Lung_Opacity
3922;118.68622222222223;0;202;Lung_Opacity
3923;171.01902222222222;6;251;Lung_Opacity
3924;132.3336888888889;13;219;Lung_Opacity
3925;146.7015111111111;0;247;Lung_Opacity
3926;153.5966222222222;0;226;Lung_Opacity
3927;147.47768888888888;1;241;Lung_Opacity
3928;128.18915555555554;0;225;Lung_Opacity
3929;138.45795555555554;0;243;Lung_Opacity
3930;95.97137777777778;1;195;Lung_Opacity
3931;124.0192;0;242;Lung_Opacity
3932;149.5792;0;250;Lung_Opacity
3933;113.64337777777777;0;206;Lung_Opacity
3934;114.224;3;211;Lung_Opacity
3935;151.72088888888888;1;250;Lung_Opacity
3936;153.37493333333333;25;247;Lung_Opacity
3937;138.36906666666667;0;245;Lung_Opacity
3938;155.3944888888889;2;240;Lung_Opacity
3939;111.95057777777778;0;210;Lung_Opacity
3940;122.98293333333334;0;214;Lung_Opacity
3941;113.21617777777777;0;212;Lung_Opacity
3942;116.45351111111111;0;200;Lung_Opacity
3943;116.40373333333334;0;249;Lung_Opacity
3944;161.74204444444445;11;222;Lung_Opacity
3945;111.36071111111112;0;197;Lung_Opacity
3946;101.42791111111111;1;187;Lung_Opacity
3947;110.2088888888889;0;218;Lung_Opacity
3948;123.89457777777778;0;228;Lung_Opacity
3949;114.02346666666666;0;210;Lung_Opacity
3950;113.49902222222222;1;222;Lung_Opacity
3951;94.54577777777777;0;203;Lung_Opacity
3952;171.40924444444445;1;243;Lung_Opacity
3953;113.57084444444445;0;196;Lung_Opacity
3954;161.4401777777778;0;240;Lung_Opacity
3955;118.16266666666667;0;210;Lung_Opacity
3956;154.4775111111111;7;241;Lung_Opacity
3957;159.10222222222222;1;243;Lung_Opacity
3958;116.4592;0;227;Lung_Opacity
3959;161.32657777777777;11;242;Lung_Opacity
3960;126.78666666666666;0;221;Lung_Opacity
3961;155.29564444444443;0;239;Lung_Opacity
3962;149.5568;9;229;Lung_Opacity
3963;116.96942222222222;0;213;Lung_Opacity
3964;149.2871111111111;0;242;Lung_Opacity
3965;107.85706666666667;0;224;Lung_Opacity
3966;134.52693333333335;0;231;Lung_Opacity
3967;115.11377777777778;0;220;Lung_Opacity
3968;117.94382222222222;0;204;Lung_Opacity
3969;107.02844444444445;1;214;Lung_Opacity
3970;130.96;0;243;Lung_Opacity
3971;163.95057777777777;4;243;Lung_Opacity
3972;166.4104888888889;0;246;Lung_Opacity
3973;115.89244444444445;0;210;Lung_Opacity
3974;120.74542222222222;1;207;Lung_Opacity
3975;101.59857777777778;0;197;Lung_Opacity
3976;114.59413333333333;0;239;Lung_Opacity
3977;169.432;2;254;Lung_Opacity
3978;100.77422222222222;3;214;Lung_Opacity
3979;130.70346666666666;0;242;Lung_Opacity
3980;170.93813333333333;1;243;Lung_Opacity
3981;111.10115555555555;0;241;Lung_Opacity
3982;160.40764444444446;1;241;Lung_Opacity
3983;98.75271111111111;0;252;Lung_Opacity
3984;126.12977777777778;0;224;Lung_Opacity
3985;121.144;1;207;Lung_Opacity
3986;152.23804444444445;0;249;Lung_Opacity
3987;130.45137777777776;0;229;Lung_Opacity
3988;114.63662222222223;1;210;Lung_Opacity
3989;108.56035555555556;0;216;Lung_Opacity
3990;128.17973333333333;0;242;Lung_Opacity
3991;106.91982222222222;0;217;Lung_Opacity
3992;127.12035555555556;0;239;Lung_Opacity
3993;84.65671111111111;0;246;Lung_Opacity
3994;113.28906666666667;0;200;Lung_Opacity
3995;118.62311111111111;0;225;Lung_Opacity
3996;110.77226666666667;0;246;Lung_Opacity
3997;113.17795555555556;0;220;Lung_Opacity
3998;126.46204444444444;0;244;Lung_Opacity
3999;116.41564444444444;0;225;Lung_Opacity
4000;96.18648888888889;0;216;Lung_Opacity
4001;152.78186666666667;19;226;Lung_Opacity
4002;124.7184;0;239;Lung_Opacity
4003;155.5984;0;242;Lung_Opacity
4004;96.80871111111111;0;224;Lung_Opacity
4005;179.2512;3;253;Lung_Opacity
4006;117.03893333333333;0;214;Lung_Opacity
4007;114.74293333333334;1;210;Lung_Opacity
4008;123.5864888888889;0;244;Lung_Opacity
4009;109.76;0;204;Lung_Opacity
4010;90.68782222222222;0;239;Lung_Opacity
4011;118.7144888888889;0;230;Lung_Opacity
4012;108.296;0;228;Lung_Opacity
4013;123.29333333333334;0;218;Lung_Opacity
4014;135.04817777777777;0;237;Lung_Opacity
4015;116.75377777777778;0;218;Lung_Opacity
4016;144.18506666666667;0;240;Lung_Opacity
4017;119.60284444444444;0;191;Lung_Opacity
4018;167.87733333333333;4;243;Lung_Opacity
4019;151.16693333333333;0;217;Lung_Opacity
4020;70.91786666666667;0;169;Lung_Opacity
4021;99.49564444444445;0;197;Lung_Opacity
4022;108.68657777777777;0;244;Lung_Opacity
4023;119.55893333333333;0;203;Lung_Opacity
4024;102.71431111111112;0;193;Lung_Opacity
4025;104.16177777777777;0;247;Lung_Opacity
4026;98.43271111111112;1;211;Lung_Opacity
4027;95.7568;1;195;Lung_Opacity
4028;112.64622222222222;0;219;Lung_Opacity
4029;114.97066666666667;0;202;Lung_Opacity
4030;103.00053333333334;0;207;Lung_Opacity
4031;108.96746666666667;0;204;Lung_Opacity
4032;131.12995555555557;1;242;Lung_Opacity
4033;167.6609777777778;0;240;Lung_Opacity
4034;106.84764444444444;0;204;Lung_Opacity
4035;132.78115555555556;0;250;Lung_Opacity
4036;131.68586666666667;0;249;Lung_Opacity
4037;109.79146666666666;0;207;Lung_Opacity
4038;135.15217777777778;0;225;Lung_Opacity
4039;100.07022222222223;2;181;Lung_Opacity
4040;178.52284444444444;14;252;Lung_Opacity
4041;157.49973333333332;1;241;Lung_Opacity
4042;174.9665777777778;0;245;Lung_Opacity
4043;176.0168888888889;7;255;Lung_Opacity
4044;109.67324444444445;3;209;Lung_Opacity
4045;100.2736;1;209;Lung_Opacity
4046;121.42186666666667;0;212;Lung_Opacity
4047;106.09617777777778;0;211;Lung_Opacity
4048;161.14471111111112;9;251;Lung_Opacity
4049;148.02897777777778;0;239;Lung_Opacity
4050;118.61884444444445;0;203;Lung_Opacity
4051;112.32373333333334;0;236;Lung_Opacity
4052;148.40657777777778;0;247;Lung_Opacity
4053;161.64675555555556;1;245;Lung_Opacity
4054;118.60817777777778;0;219;Lung_Opacity
4055;121.89795555555555;0;200;Lung_Opacity
4056;189.49475555555554;0;252;Lung_Opacity
4057;116.92017777777778;0;249;Lung_Opacity
4058;106.4032;0;165;Lung_Opacity
4059;131.32835555555556;0;248;Lung_Opacity
4060;128.82542222222222;0;242;Lung_Opacity
4061;121.60355555555556;0;233;Lung_Opacity
4062;110.26986666666667;0;212;Lung_Opacity
4063;96.27893333333333;0;183;Lung_Opacity
4064;114.88302222222222;0;199;Lung_Opacity
4065;158.01635555555555;2;239;Lung_Opacity
4066;101.00711111111112;0;206;Lung_Opacity
4067;128.85191111111112;0;253;Lung_Opacity
4068;140.4304;0;240;Lung_Opacity
4069;163.1664;2;243;Lung_Opacity
4070;102.83964444444445;0;245;Lung_Opacity
4071;167.67893333333333;8;245;Lung_Opacity
4072;112.6976;0;213;Lung_Opacity
4073;120.86666666666666;4;197;Lung_Opacity
4074;153.65866666666668;3;250;Lung_Opacity
4075;117.97742222222222;0;213;Lung_Opacity
4076;124.28266666666667;0;236;Lung_Opacity
4077;112.85884444444444;0;244;Lung_Opacity
4078;116.3664;2;225;Lung_Opacity
4079;131.21457777777778;0;236;Lung_Opacity
4080;160.9968;2;251;Lung_Opacity
4081;121.00373333333333;0;208;Lung_Opacity
4082;155.85422222222223;0;244;Lung_Opacity
4083;108.74044444444445;0;243;Lung_Opacity
4084;127.22488888888888;0;233;Lung_Opacity
4085;112.12;0;246;Lung_Opacity
4086;49.24088888888889;0;192;Lung_Opacity
4087;118.9991111111111;0;209;Lung_Opacity
4088;100.30862222222223;0;171;Lung_Opacity
4089;125.33795555555555;0;250;Lung_Opacity
4090;161.3152;0;242;Lung_Opacity
4091;122.12;0;242;Lung_Opacity
4092;157.62222222222223;4;227;Lung_Opacity
4093;151.19626666666667;0;231;Lung_Opacity
4094;172.24355555555556;10;244;Lung_Opacity
4095;131.9783111111111;7;220;Lung_Opacity
4096;114.37244444444444;0;221;Lung_Opacity
4097;121.84817777777778;0;230;Lung_Opacity
4098;84.3136;0;239;Lung_Opacity
4099;147.4592;0;236;Lung_Opacity
4100;107.40515555555555;0;230;Lung_Opacity
4101;98.58151111111111;0;249;Lung_Opacity
4102;109.23555555555555;0;205;Lung_Opacity
4103;137.64853333333335;0;236;Lung_Opacity
4104;112.48355555555555;0;230;Lung_Opacity
4105;123.51822222222222;0;228;Lung_Opacity
4106;147.70293333333333;0;232;Lung_Opacity
4107;136.8760888888889;0;222;Lung_Opacity
4108;150.3664;3;240;Lung_Opacity
4109;128.7639111111111;0;212;Lung_Opacity
4110;146.78435555555555;0;235;Lung_Opacity
4111;159.31466666666665;4;230;Lung_Opacity
4112;115.7744;0;248;Lung_Opacity
4113;170.1328;2;240;Lung_Opacity
4114;121.67217777777778;0;209;Lung_Opacity
4115;122.62951111111111;0;247;Lung_Opacity
4116;131.2232888888889;0;242;Lung_Opacity
4117;126.65991111111111;0;247;Lung_Opacity
4118;105.5736888888889;2;206;Lung_Opacity
4119;168.83804444444445;4;246;Lung_Opacity
4120;134.54808888888888;0;243;Lung_Opacity
4121;164.35431111111112;1;243;Lung_Opacity
4122;105.57262222222222;0;226;Lung_Opacity
4123;125.21546666666667;0;244;Lung_Opacity
4124;111.38382222222222;0;212;Lung_Opacity
4125;150.84622222222222;0;233;Lung_Opacity
4126;153.2343111111111;5;230;Lung_Opacity
4127;165.6359111111111;2;238;Lung_Opacity
4128;106.61617777777778;0;228;Lung_Opacity
4129;110.3168;0;209;Lung_Opacity
4130;120.79182222222222;0;221;Lung_Opacity
4131;94.79555555555555;3;155;Lung_Opacity
4132;140.38186666666667;0;240;Lung_Opacity
4133;121.89866666666667;0;248;Lung_Opacity
4134;144.5447111111111;0;238;Lung_Opacity
4135;149.12124444444444;16;236;Lung_Opacity
4136;114.24497777777778;0;210;Lung_Opacity
4137;101.20675555555556;0;244;Lung_Opacity
4138;116.97386666666667;0;248;Lung_Opacity
4139;168.06862222222222;0;244;Lung_Opacity
4140;131.8743111111111;0;248;Lung_Opacity
4141;125.25208888888889;0;234;Lung_Opacity
4142;95.12497777777777;0;176;Lung_Opacity
4143;113.62915555555556;0;216;Lung_Opacity
4144;124.56266666666667;0;191;Lung_Opacity
4145;120.25848888888889;0;255;Lung_Opacity
4146;128.1072;0;235;Lung_Opacity
4147;119.54062222222223;0;244;Lung_Opacity
4148;99.51786666666666;0;192;Lung_Opacity
4149;103.84515555555555;0;214;Lung_Opacity
4150;106.7216;0;217;Lung_Opacity
4151;139.79964444444445;0;228;Lung_Opacity
4152;107.74542222222222;3;206;Lung_Opacity
4153;148.23413333333335;0;227;Lung_Opacity
4154;123.1335111111111;0;226;Lung_Opacity
4155;144.48142222222222;0;233;Lung_Opacity
4156;125.48657777777778;0;243;Lung_Opacity
4157;98.44782222222223;0;238;Lung_Opacity
4158;84.6736;0;200;Lung_Opacity
4159;135.4200888888889;0;238;Lung_Opacity
4160;107.48124444444444;0;216;Lung_Opacity
4161;64.07484444444444;0;236;Lung_Opacity
4162;110.152;1;197;Lung_Opacity
4163;93.55377777777778;0;236;Lung_Opacity
4164;119.93511111111111;0;201;Lung_Opacity
4165;96.95377777777777;0;254;Lung_Opacity
4166;126.01315555555556;1;236;Lung_Opacity
4167;140.09671111111112;0;248;Lung_Opacity
4168;148.14862222222223;0;242;Lung_Opacity
4169;109.16515555555556;1;193;Lung_Opacity
4170;93.99022222222223;0;245;Lung_Opacity
4171;108.19928888888889;2;214;Lung_Opacity
4172;98.176;0;204;Lung_Opacity
4173;123.02346666666666;0;255;Lung_Opacity
4174;130.44088888888888;0;229;Lung_Opacity
4175;126.68728888888889;1;225;Lung_Opacity
4176;160.09902222222223;8;245;Lung_Opacity
4177;114.20284444444444;1;212;Lung_Opacity
4178;141.6576;0;243;Lung_Opacity
4179;133.59644444444444;0;243;Lung_Opacity
4180;127.50346666666667;0;229;Lung_Opacity
4181;143.0023111111111;3;230;Lung_Opacity
4182;98.43253333333334;0;178;Lung_Opacity
4183;151.6791111111111;0;246;Lung_Opacity
4184;116.65724444444444;0;245;Lung_Opacity
4185;179.96053333333333;2;242;Lung_Opacity
4186;127.10862222222222;0;239;Lung_Opacity
4187;128.9808;0;224;Lung_Opacity
4188;109.68426666666667;0;205;Lung_Opacity
4189;175.57386666666667;2;245;Lung_Opacity
4190;116.90293333333334;1;234;Lung_Opacity
4191;106.72035555555556;0;248;Lung_Opacity
4192;144.15004444444443;5;253;Lung_Opacity
4193;96.65262222222222;1;210;Lung_Opacity
4194;106.3664;0;236;Lung_Opacity
4195;111.22702222222222;0;195;Lung_Opacity
4196;150.70026666666666;0;242;Lung_Opacity
4197;106.29582222222223;1;233;Lung_Opacity
4198;100.50311111111111;0;219;Lung_Opacity
4199;114.5479111111111;2;199;Lung_Opacity
4200;130.87644444444445;6;226;Lung_Opacity
4201;123.56053333333334;0;228;Lung_Opacity
4202;83.73831111111112;0;252;Lung_Opacity
4203;171.10364444444446;2;243;Lung_Opacity
4204;169.24408888888888;13;249;Lung_Opacity
4205;172.96373333333332;2;248;Lung_Opacity
4206;112.37973333333333;0;235;Lung_Opacity
4207;148.1991111111111;4;239;Lung_Opacity
4208;137.82435555555554;6;226;Lung_Opacity
4209;168.91822222222223;1;243;Lung_Opacity
4210;122.26666666666667;0;245;Lung_Opacity
4211;115.6712888888889;0;223;Lung_Opacity
4212;106.69031111111111;0;158;Lung_Opacity
4213;130.3792;0;220;Lung_Opacity
4214;112.51733333333334;3;217;Lung_Opacity
4215;121.5128888888889;0;215;Lung_Opacity
4216;94.01404444444445;0;207;Lung_Opacity
4217;119.83875555555555;0;241;Lung_Opacity
4218;171.29208888888888;4;251;Lung_Opacity
4219;144.39182222222223;3;243;Lung_Opacity
4220;139.8712888888889;0;241;Lung_Opacity
4221;165.4862222222222;0;243;Lung_Opacity
4222;121.4384;0;251;Lung_Opacity
4223;108.10648888888889;1;205;Lung_Opacity
4224;138.47235555555557;0;223;Lung_Opacity
4225;137.6736;0;249;Lung_Opacity
4226;129.7608888888889;0;239;Lung_Opacity
4227;162.0832;0;242;Lung_Opacity
4228;166.69511111111112;5;240;Lung_Opacity
4229;145.17013333333333;12;241;Lung_Opacity
4230;179.76586666666665;2;242;Lung_Opacity
4231;162.10542222222222;5;242;Lung_Opacity
4232;120.136;0;243;Lung_Opacity
4233;159.1415111111111;0;238;Lung_Opacity
4234;106.55128888888889;0;215;Lung_Opacity
4235;140.4032;0;239;Lung_Opacity
4236;96.36995555555555;0;214;Lung_Opacity
4237;177.03626666666668;2;246;Lung_Opacity
4238;138.44195555555555;0;244;Lung_Opacity
4239;106.87768888888888;0;208;Lung_Opacity
4240;96.60728888888889;0;221;Lung_Opacity
4241;129.55093333333335;0;232;Lung_Opacity
4242;132.52995555555555;0;209;Lung_Opacity
4243;113.49013333333333;0;208;Lung_Opacity
4244;178.0775111111111;0;248;Lung_Opacity
4245;111.17084444444444;0;222;Lung_Opacity
4246;143.54346666666666;1;249;Lung_Opacity
4247;119.10115555555555;0;214;Lung_Opacity
4248;91.59484444444445;0;247;Lung_Opacity
4249;180.2887111111111;5;252;Lung_Opacity
4250;134.12924444444445;1;220;Lung_Opacity
4251;111.14506666666666;0;198;Lung_Opacity
4252;121.68888888888888;0;197;Lung_Opacity
4253;112.09546666666667;0;191;Lung_Opacity
4254;117.13226666666667;0;244;Lung_Opacity
4255;113.64817777777778;1;210;Lung_Opacity
4256;104.30097777777777;0;241;Lung_Opacity
4257;101.38648888888889;0;207;Lung_Opacity
4258;114.59555555555555;3;204;Lung_Opacity
4259;110.03502222222222;0;246;Lung_Opacity
4260;120.28497777777778;0;219;Lung_Opacity
4261;108.3712;1;198;Lung_Opacity
4262;135.1232;0;247;Lung_Opacity
4263;149.57155555555556;0;242;Lung_Opacity
4264;137.58417777777777;0;242;Lung_Opacity
4265;141.0385777777778;0;241;Lung_Opacity
4266;114.75182222222222;1;206;Lung_Opacity
4267;158.68657777777779;2;244;Lung_Opacity
4268;122.6016;0;231;Lung_Opacity
4269;120.1592888888889;0;241;Lung_Opacity
4270;153.01351111111111;4;245;Lung_Opacity
4271;107.02435555555556;0;243;Lung_Opacity
4272;157.74666666666667;11;238;Lung_Opacity
4273;121.68604444444445;0;242;Lung_Opacity
4274;111.65013333333333;1;206;Lung_Opacity
4275;112.83235555555555;0;215;Lung_Opacity
4276;97.1888;0;200;Lung_Opacity
4277;176.95644444444446;4;247;Lung_Opacity
4278;110.51982222222222;0;227;Lung_Opacity
4279;119.89191111111111;0;201;Lung_Opacity
4280;106.93866666666666;0;213;Lung_Opacity
4281;97.16248888888889;0;203;Lung_Opacity
4282;137.82293333333334;0;243;Lung_Opacity
4283;99.44675555555555;0;248;Lung_Opacity
4284;155.352;0;249;Lung_Opacity
4285;118.57066666666667;0;219;Lung_Opacity
4286;115.47946666666667;0;203;Lung_Opacity
4287;110.49315555555556;0;200;Lung_Opacity
4288;107.29013333333333;0;200;Lung_Opacity
4289;169.0222222222222;5;244;Lung_Opacity
4290;105.83075555555556;0;245;Lung_Opacity
4291;114.36604444444444;1;195;Lung_Opacity
4292;111.06506666666667;0;213;Lung_Opacity
4293;165.31537777777777;2;252;Lung_Opacity
4294;119.98471111111111;3;237;Lung_Opacity
4295;164.93457777777778;8;243;Lung_Opacity
4296;118.51093333333333;0;199;Lung_Opacity
4297;121.07004444444445;0;235;Lung_Opacity
4298;172.56853333333333;1;241;Lung_Opacity
4299;119.1184;3;221;Lung_Opacity
4300;130.1895111111111;7;238;Lung_Opacity
4301;119.032;0;188;Lung_Opacity
4302;137.8673777777778;0;243;Lung_Opacity
4303;150.36693333333332;9;238;Lung_Opacity
4304;111.73706666666666;0;192;Lung_Opacity
4305;104.5432888888889;0;151;Lung_Opacity
4306;85.48551111111111;0;241;Lung_Opacity
4307;170.38577777777778;2;238;Lung_Opacity
4308;181.85866666666666;5;252;Lung_Opacity
4309;122.08408888888889;0;217;Lung_Opacity
4310;118.08071111111111;0;208;Lung_Opacity
4311;115.01795555555556;0;201;Lung_Opacity
4312;105.43982222222222;9;161;Lung_Opacity
4313;149.89244444444444;1;237;Lung_Opacity
4314;116.76551111111111;0;239;Lung_Opacity
4315;118.21795555555556;1;222;Lung_Opacity
4316;110.08426666666666;0;223;Lung_Opacity
4317;128.45475555555555;0;230;Lung_Opacity
4318;102.37511111111111;0;213;Lung_Opacity
4319;155.0448;5;246;Lung_Opacity
4320;158.66008888888888;12;235;Lung_Opacity
4321;153.04995555555556;4;233;Lung_Opacity
4322;96.80444444444444;0;255;Lung_Opacity
4323;143.60302222222222;0;244;Lung_Opacity
4324;174.8504888888889;3;247;Lung_Opacity
4325;159.90488888888888;1;242;Lung_Opacity
4326;158.9854222222222;0;255;Lung_Opacity
4327;103.62062222222222;0;239;Lung_Opacity
4328;117.59235555555556;0;231;Lung_Opacity
4329;103.52017777777777;0;214;Lung_Opacity
4330;129.47626666666667;0;253;Lung_Opacity
4331;95.04888888888888;0;225;Lung_Opacity
4332;98.25528888888888;4;158;Lung_Opacity
4333;114.53031111111112;0;245;Lung_Opacity
4334;116.40871111111112;0;239;Lung_Opacity
4335;110.31928888888889;0;247;Lung_Opacity
4336;112.02968888888888;0;204;Lung_Opacity
4337;119.10151111111111;0;200;Lung_Opacity
4338;133.94506666666666;0;245;Lung_Opacity
4339;118.44213333333333;0;250;Lung_Opacity
4340;115.41031111111111;0;249;Lung_Opacity
4341;124.17955555555555;5;219;Lung_Opacity
4342;105.80266666666667;0;194;Lung_Opacity
4343;134.92444444444445;0;243;Lung_Opacity
4344;102.65866666666666;0;243;Lung_Opacity
4345;116.43484444444445;0;243;Lung_Opacity
4346;114.93422222222222;0;224;Lung_Opacity
4347;111.45973333333333;0;244;Lung_Opacity
4348;100.2864;5;199;Lung_Opacity
4349;121.21528888888889;0;231;Lung_Opacity
4350;139.4848;0;241;Lung_Opacity
4351;159.7584;0;223;Lung_Opacity
4352;114.1968;0;209;Lung_Opacity
4353;96.60177777777778;0;209;Lung_Opacity
4354;95.3312;0;208;Lung_Opacity
4355;116.6032;2;208;Lung_Opacity
4356;126.2464;0;247;Lung_Opacity
4357;156.32675555555556;0;243;Lung_Opacity
4358;113.58737777777777;0;208;Lung_Opacity
4359;125.8215111111111;3;202;Lung_Opacity
4360;124.66915555555556;0;238;Lung_Opacity
4361;151.32213333333334;2;219;Lung_Opacity
4362;132.0096;0;243;Lung_Opacity
4363;160.93422222222222;0;242;Lung_Opacity
4364;73.43608888888889;0;231;Lung_Opacity
4365;134.8103111111111;5;240;Lung_Opacity
4366;135.6503111111111;0;245;Lung_Opacity
4367;152.1296;2;241;Lung_Opacity
4368;138.66791111111112;0;239;Lung_Opacity
4369;159.92266666666666;0;242;Lung_Opacity
4370;106.25315555555555;0;207;Lung_Opacity
4371;112.95217777777778;0;219;Lung_Opacity
4372;106.86168888888889;13;156;Lung_Opacity
4373;103.00817777777777;0;249;Lung_Opacity
4374;106.90186666666666;0;225;Lung_Opacity
4375;121.63182222222223;0;236;Lung_Opacity
4376;119.64533333333334;0;234;Lung_Opacity
4377;139.79715555555555;0;248;Lung_Opacity
4378;131.21297777777778;0;251;Lung_Opacity
4379;136.89991111111112;0;249;Lung_Opacity
4380;122.7728;0;225;Lung_Opacity
4381;115.17475555555555;0;239;Lung_Opacity
4382;170.88888888888889;0;249;Lung_Opacity
4383;112.64035555555556;2;218;Lung_Opacity
4384;107.32088888888889;0;207;Lung_Opacity
4385;119.1632;0;219;Lung_Opacity
4386;170.73617777777778;23;252;Lung_Opacity
4387;174.48604444444445;4;243;Lung_Opacity
4388;121.63697777777777;1;196;Lung_Opacity
4389;99.3088;0;191;Lung_Opacity
4390;167.05066666666667;15;246;Lung_Opacity
4391;133.51182222222224;0;239;Lung_Opacity
4392;121.34648888888889;0;223;Lung_Opacity
4393;136.50542222222222;1;230;Lung_Opacity
4394;175.58115555555557;5;252;Lung_Opacity
4395;135.3720888888889;0;243;Lung_Opacity
4396;117.13795555555555;0;214;Lung_Opacity
4397;120.1808;0;223;Lung_Opacity
4398;103.39324444444445;2;224;Lung_Opacity
4399;162.4897777777778;4;252;Lung_Opacity
4400;144.0753777777778;2;219;Lung_Opacity
4401;163.47875555555555;0;242;Lung_Opacity
4402;118.23413333333333;1;200;Lung_Opacity
4403;86.46648888888889;0;180;Lung_Opacity
4404;120.12675555555556;0;198;Lung_Opacity
4405;105.69404444444444;1;207;Lung_Opacity
4406;157.13511111111112;0;242;Lung_Opacity
4407;161.00248888888888;4;250;Lung_Opacity
4408;112.83448888888888;2;207;Lung_Opacity
4409;148.96782222222222;2;248;Lung_Opacity
4410;106.49831111111111;0;240;Lung_Opacity
4411;115.54826666666666;0;215;Lung_Opacity
4412;129.81084444444446;0;224;Lung_Opacity
4413;154.9088;0;239;Lung_Opacity
4414;140.48515555555556;0;247;Lung_Opacity
4415;157.8750222222222;0;251;Lung_Opacity
4416;110.4448;0;206;Lung_Opacity
4417;130.18453333333332;2;244;Lung_Opacity
4418;116.55377777777778;0;196;Lung_Opacity
4419;109.19502222222222;0;156;Lung_Opacity
4420;107.50151111111111;0;220;Lung_Opacity
4421;105.28462222222223;0;187;Lung_Opacity
4422;130.35662222222223;1;232;Lung_Opacity
4423;112.38328888888888;0;205;Lung_Opacity
4424;120.53777777777778;0;243;Lung_Opacity
4425;107.97617777777778;0;160;Lung_Opacity
4426;104.38275555555556;0;249;Lung_Opacity
4427;106.77031111111111;0;209;Lung_Opacity
4428;165.17724444444445;17;240;Lung_Opacity
4429;136.82115555555555;0;248;Lung_Opacity
4430;115.52906666666667;0;214;Lung_Opacity
4431;112.57173333333333;0;194;Lung_Opacity
4432;125.91964444444444;0;242;Lung_Opacity
4433;102.54915555555556;0;221;Lung_Opacity
4434;138.61795555555557;0;255;Lung_Opacity
4435;148.49973333333332;2;243;Lung_Opacity
4436;118.04391111111111;0;226;Lung_Opacity
4437;120.25155555555556;0;211;Lung_Opacity
4438;131.59306666666666;0;229;Lung_Opacity
4439;117.13511111111112;0;221;Lung_Opacity
4440;114.08124444444445;0;225;Lung_Opacity
4441;159.94453333333334;1;215;Lung_Opacity
4442;107.0599111111111;0;200;Lung_Opacity
4443;121.37582222222223;0;243;Lung_Opacity
4444;122.81706666666666;0;229;Lung_Opacity
4445;101.86933333333333;0;217;Lung_Opacity
4446;93.5239111111111;0;209;Lung_Opacity
4447;178.65475555555557;4;251;Lung_Opacity
4448;142.02986666666666;0;245;Lung_Opacity
4449;115.08622222222222;0;213;Lung_Opacity
4450;123.54471111111111;0;238;Lung_Opacity
4451;148.52231111111112;2;253;Lung_Opacity
